City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
pangnirtung,40,CA,1554048000,71,66.15,-65.72,259.15,2.6
kapaa,40,US,1554047760,82,22.08,-159.32,292.15,3.1
hithadhoo,12,MV,1554050781,100,-0.6,73.08,301.963,2.66
visby,0,SE,1554050768,69,57.64,18.3,278.71,3.6
betafo,8,MG,1554050781,82,-19.84,46.86,289.163,1.41
port elizabeth,90,US,1554050780,76,39.31,-74.98,287.15,7.2
hasaki,20,JP,1554050375,70,35.73,140.83,279.15,4.1
harer,1,US,1554050770,68,42.19,-111.17,277.59,1.61
georgetown,75,GY,1554048000,59,6.8,-58.16,305.15,6.2
cabedelo,75,BR,1554048000,94,-6.97,-34.84,300.15,3.6
dongkan,0,CN,1554050784,57,34,119.83,278.563,3.76
keti bandar,0,PK,1554050784,92,24.14,67.45,298.813,4.36
tessalit,36,ML,1554050785,20,20.2,1.01,306.113,2.11
shatsk,36,UA,1554050786,56,51.49,23.92,284.813,6.21
butaritari,76,KI,1554050550,100,3.07,172.79,300.813,6.81
hot springs,1,US,1554050536,42,34.5,-93.06,282.04,2.41
thompson,75,CA,1554048000,53,55.74,-97.86,269.15,6.7
novyy urgal,36,RU,1554050787,53,51.07,132.56,258.913,1.11
vaini,0,IN,1554050788,83,15.34,74.49,295.763,1.51
aldan,80,RU,1554050788,79,58.61,125.39,264.113,1.06
kaeo,100,NZ,1554050285,95,-35.1,173.78,292.04,7.01
poum,0,MK,1554049800,28,41.28,20.71,287.15,1
jamestown,0,AU,1554050689,84,-33.21,138.6,278.263,1.21
umm lajj,20,SA,1554050790,95,25.02,37.27,290.963,5.36
chingola,0,ZM,1554050791,61,-12.55,27.86,293.513,2.76
hailar,0,CN,1554050791,67,49.2,119.7,261.413,1.41
cidreira,56,BR,1554050561,72,-30.17,-50.22,300.613,2.31
keuruu,90,FI,1554050691,55,62.26,24.71,275.37,6.7
sao filipe,0,CV,1554050531,91,14.9,-24.5,295.513,7.81
khasan,12,RU,1554050793,100,42.43,130.64,269.013,1.26
lere,0,TD,1554050793,21,9.66,14.23,305.813,3.21
tuktoyaktuk,90,CA,1554048000,92,69.44,-133.03,271.15,7.7
mamontovo,92,RU,1554050795,88,52.71,81.63,275.113,4.36
ust-kut,0,RU,1554050795,76,56.78,105.75,265.513,1.31
chokurdakh,44,RU,1554050795,66,70.62,147.9,261.313,1.31
arraial do cabo,20,BR,1554048000,57,-22.97,-42.02,301.15,3.1
hilo,75,US,1554050415,82,19.71,-155.08,292.15,2.1
mar del plata,0,AR,1554050794,28,-46.43,-67.52,297.563,5.01
ambikapur,0,IN,1554050867,82,23.12,83.2,290.313,1.31
murray bridge,92,AU,1554050783,71,-35.12,139.28,289.26,0.89
xichang,92,CN,1554050868,98,27.88,102.25,281.563,0.41
punta de bombon,48,PE,1554050869,100,-17.17,-71.79,294.013,4.66
iqaluit,90,CA,1554050521,78,63.75,-68.52,261.15,5.7
waki,75,JP,1554050188,65,34.19,132.21,281.48,3.31
kiruna,0,SE,1554049200,68,67.86,20.23,271.15,8.2
zafra,40,ES,1554050725,37,38.43,-6.42,295.15,3.1
hobart,40,AU,1554050654,53,-42.88,147.33,284.15,3.6
rossland,64,CA,1554050259,86,49.08,-117.8,278.15,0.91
hualmay,20,PE,1554050871,72,-11.1,-77.61,297.513,2.76
ilulissat,75,GL,1554047400,78,69.22,-51.1,265.15,8.2
karymskoye,0,RU,1554050872,65,51.62,114.34,259.113,1.21
severo-kurilsk,64,RU,1554050873,100,50.68,156.12,270.413,1.81
drahovo,0,UA,1554049800,29,48.24,23.55,290.15,3.1
lorengau,88,PG,1554050670,100,-2.02,147.27,301.113,4.51
victoria,75,BN,1554048000,74,5.28,115.24,301.15,1
castro,90,CL,1554048000,100,-42.48,-73.76,285.15,2.1
bambous virieux,40,MU,1554050643,69,-20.34,57.76,301.15,1.56
grevesmuhlen,0,DE,1554050836,42,53.87,11.18,283.15,4.1
genhe,44,CN,1554050876,66,50.78,121.52,258.613,1.86
cape town,40,ZA,1554050590,59,-33.93,18.42,291.48,4.6
khuzhir,32,RU,1554050877,86,53.19,107.35,265.663,1.06
cockburn town,0,TC,1554050588,100,21.46,-71.14,298.813,2.76
nikolskoye,75,RU,1554050762,86,59.7,30.79,276.15,5
tasiilaq,56,GL,1554047400,79,65.61,-37.64,269.15,13.9
bathsheba,75,BB,1554048000,66,13.22,-59.52,302.15,8.7
provideniya,80,RU,1554050879,98,64.42,-173.23,270.913,3.86
clyde river,75,CA,1554048000,84,70.47,-68.59,257.15,1
neuquen,0,AR,1554048000,41,-38.95,-68.06,299.15,1.96
upernavik,56,GL,1554050880,100,72.79,-56.15,261.113,3.21
buala,92,SB,1554050881,100,-8.15,159.59,299.463,1.86
kaitangata,56,NZ,1554050781,65,-46.28,169.85,289.82,1.79
nouadhibou,0,MR,1554048000,60,20.93,-17.03,295.15,9.8
ribeira grande,75,PT,1554049800,54,38.52,-28.7,288.15,5.7
moissala,0,TD,1554050882,45,8.34,17.77,305.913,1.66
jinzhou,20,CN,1554050883,62,41.11,121.12,267.063,2.26
sandpoint,40,US,1554050673,71,48.28,-116.55,283.15,1.16
okhotsk,0,RU,1554050884,86,59.36,143.24,265.263,2.16
gamba,12,CN,1554050884,53,28.28,88.52,255.413,1.21
payson,1,US,1554050884,52,40.04,-111.73,282.59,1.5
ambilobe,80,MG,1554050885,98,-13.19,49.05,296.113,1.41
mokhsogollokh,0,RU,1554050885,56,61.4,128.95,256.813,1.16
saint george,0,GR,1554049200,44,39.45,22.34,291.15,4.1
soller,36,DE,1554050833,58,50.73,6.56,286.48,5.7
esperance,40,TT,1554050764,59,10.24,-61.45,305.15,6.7
bethel,1,US,1554047760,92,60.79,-161.76,270.15,2.1
salamiyah,92,SY,1554050888,99,35.01,37.05,281.913,1.76
avarua,92,CK,1554049800,94,-21.21,-159.78,297.15,2.6
prince rupert,20,CA,1554049020,93,54.32,-130.32,276.15,0.76
qaanaaq,24,GL,1554050889,80,77.48,-69.36,254.213,2.61
port hedland,0,AU,1554048000,74,-20.31,118.58,299.15,2.6
carlos chagas,8,BR,1554050890,52,-17.7,-40.76,303.263,2.61
lebu,32,ET,1554050890,51,8.96,38.73,290.113,2.11
kuchera,0,IN,1554050891,26,26.99,73.97,297.313,3.76
narsaq,20,GL,1554047400,45,60.91,-46.05,268.15,4.6
kavaratti,0,IN,1554050892,100,10.57,72.64,302.013,4.46
mahebourg,40,MU,1554050942,69,-20.41,57.7,301.15,1.56
plouzane,0,FR,1554050884,63,48.38,-4.62,291.48,5.1
norman wells,75,CA,1554048000,64,65.28,-126.83,276.15,5.1
pisco,0,PE,1554048000,30,-13.71,-76.2,295.15,8.7
san cristobal,75,EC,1554050709,56,-0.39,-78.55,294.15,2.6
dingle,0,PH,1554050965,74,11,122.67,297.463,5.31
maldonado,20,UY,1554048000,78,-34.91,-54.96,297.15,1.5
kita,20,JP,1554050927,49,35.76,139.74,283.15,4.6
longyearbyen,20,NO,1554049200,65,78.22,15.63,259.15,3.1
graaff-reinet,100,ZA,1554050966,36,-32.25,24.53,298.113,7.61
susanville,1,US,1554050715,60,40.42,-120.65,280.37,1.31
alekseyevsk,44,RU,1554050967,75,57.84,108.35,264.913,1.56
pevek,0,RU,1554050968,60,69.7,170.27,251.513,2.51
khonsa,92,IN,1554050968,98,26.99,95.51,289.913,0.81
mitsamiouli,40,KM,1554048000,83,-11.38,43.28,301.15,3.1
omboue,24,GA,1554050969,100,-1.57,9.26,302.213,4.16
komsomolskiy,88,RU,1554050970,90,67.55,63.78,270.313,8.76
saint-leu,64,RE,1554050797,74,-21.15,55.28,301.15,2.21
olinda,20,EC,1554050691,70,-2.03,-79.75,304.26,4.1
sindgi,8,IN,1554050972,62,16.92,76.23,297.063,2.41
edmond,0,US,1554050824,41,35.66,-97.47,280.37,6.7
kudahuvadhoo,0,MV,1554050972,100,2.67,72.89,302.263,1.31
napier,80,NZ,1554050405,78,-39.49,176.92,292.59,3.58
warrnambool,92,AU,1554050535,68,-38.38,142.48,287.59,0.45
mujiayingzi,12,CN,1554050974,48,42.12,118.78,266.563,2.71
maiduguri,24,NG,1554050974,16,11.84,13.15,306.113,4.01
ibra,0,OM,1554050975,40,22.69,58.55,295.813,1.66
faya,20,SA,1554048000,37,18.39,42.45,294.15,5.1
udachnyy,48,RU,1554050887,72,66.42,112.4,269.663,2.71
kleive,75,NO,1554049200,69,62.8,7.64,275.15,8.2
tiznit,64,MA,1554050976,92,29.7,-9.73,288.913,2.51
bahia blanca,12,AR,1554050707,52,-38.72,-62.27,301.513,2.21
samarai,68,PG,1554050977,100,-10.62,150.67,299.863,4.66
turochak,0,RU,1554050977,71,52.26,87.12,270.913,0.86
ferrol,40,ES,1554050709,59,43.48,-8.23,291.15,3.1
tiarei,20,PF,1554050541,83,-17.53,-149.33,299.15,1.5
souillac,0,FR,1554048000,28,45.6,-0.6,294.15,6.2
brooks,92,CA,1554050710,74,50.57,-111.89,274.82,1.34
zapolyarnyy,40,RU,1554049200,74,69.43,30.82,271.15,15.9
pecos,1,US,1554050548,39,31.42,-103.49,282.15,6.2
tabou,8,CI,1554050980,98,4.42,-7.36,302.863,4.91
nybro,0,SE,1554050704,24,56.75,15.91,281.15,5.1
mangan,20,IN,1554050982,81,27.5,88.54,271.863,0.76
ahipara,92,NZ,1554050982,99,-35.17,173.16,292.763,4.51
sinnamary,68,GF,1554050983,90,5.38,-52.96,300.763,4.36
haverfordwest,76,GB,1554050708,66,51.8,-4.97,285.93,3.1
hofn,90,IS,1554048000,86,64.25,-15.21,278.15,5.7
port lincoln,36,AU,1554050984,100,-34.72,135.86,287.013,1.31
chaman,12,AF,1554050985,47,30.92,66.46,281.163,1.21
protivin,1,US,1554050916,67,43.22,-92.09,274.26,3.6
mangalam,20,IN,1554050014,84,12.6,80.07,303.15,3.6
chuy,0,UY,1554051056,93,-33.69,-53.46,298.263,3.66
valle de allende,0,MX,1554051057,33,26.94,-105.39,291.863,3.21
sinegorye,20,RU,1554051057,56,62.09,150.53,251.063,0.91
ohara,92,JP,1554050592,83,35.12,135.83,281.48,0.45
sun city west,1,US,1554051038,18,33.66,-112.34,295.93,3.1
catalina,75,CO,1554048000,63,8.86,-75.38,306.15,2.6
ostersund,75,SE,1554049313,69,63.18,14.64,274.26,7.2
paamiut,64,GL,1554051060,100,61.99,-49.67,270.013,4.36
camocim,76,BR,1554051060,100,-2.9,-40.84,300.513,2.86
haines junction,0,CA,1554051060,63,60.75,-137.51,271.713,1.21
howard springs,75,AU,1554050942,83,-12.5,131.05,301.15,1.5
puerto ayacucho,75,CO,1554048000,74,5.66,-67.63,304.15,2.1
santa cruz,1,US,1554051048,81,36.97,-122.03,290.37,1.41
khatanga,64,RU,1554051063,89,71.98,102.47,272.163,7.01
meridian,90,US,1554049620,61,32.36,-88.7,282.15,5.1
nchelenge,36,ZM,1554051064,89,-9.35,28.74,295.063,1.66
mizan teferi,8,ET,1554051064,88,6.99,35.58,289.813,0.56
mayumba,48,GA,1554051065,92,-3.44,10.65,301.163,2.86
zabaykalsk,0,CN,1554051065,60,49.64,117.33,260.163,2.11
otane,80,NZ,1554049396,87,-39.89,176.62,289.26,3.58
boa vista,40,BR,1554048000,34,2.82,-60.67,308.15,5.7
cairns,75,AU,1554050720,88,-16.92,145.77,299.15,3.1
antofagasta,20,CL,1554048000,68,-23.65,-70.4,293.15,6.2
marsh harbour,8,BS,1554051068,100,26.54,-77.06,297.013,1.06
chambery,0,FR,1554050717,32,45.57,5.93,293.15,2.6
katsuura,20,JP,1554050060,81,33.93,134.5,281.48,6.2
riyadh,90,SA,1554048000,64,24.63,46.72,296.15,7.7
lishui,100,CN,1554051070,99,28.45,119.91,279.563,0.86
soyo,64,AO,1554051070,86,-6.13,12.37,301.613,2.41
salalah,20,OM,1554047400,69,17.01,54.1,300.15,2.6
adrar,20,DZ,1554048000,17,27.87,-0.29,302.15,12.3
veraval,24,FR,1554051061,55,49.65,0.71,290.37,6.7
sioux lookout,40,CA,1554048000,46,50.1,-91.92,272.15,3.1
mattru,20,SL,1554051072,48,7.62,-11.83,307.513,2.16
nishihara,20,JP,1554051007,52,35.74,139.53,283.15,5.1
gweru,48,ZW,1554051073,47,-19.46,29.82,296.213,4.76
mulege,0,MX,1554051073,23,26.88,-111.98,299.663,4.56
sindor,20,RU,1554051074,76,62.87,51.9,268.563,2.86
salinas,1,US,1554051048,76,36.67,-121.66,292.04,1.51
lompoc,1,US,1554051021,55,34.64,-120.46,293.15,3.6
tuatapere,24,NZ,1554051005,68,-46.13,167.69,290.37,3.58
skjervoy,90,NO,1554049200,79,70.03,20.97,271.15,18
aripuana,56,BR,1554050988,70,-9.17,-60.63,303.363,1.31
khandyga,0,RU,1554051078,59,62.65,135.58,256.263,1.06
mogadishu,0,SO,1554051078,97,2.04,45.34,301.913,7.01
dubbo,0,AU,1554051079,86,-32.25,148.6,278.163,1.31
kavieng,92,PG,1554051079,100,-2.57,150.8,300.463,4.11
sao joao da barra,40,BR,1554048000,45,-21.64,-41.05,303.15,2.1
lugovoy,56,RU,1554051080,75,59.72,65.88,273.163,6.11
mount gambier,90,AU,1554048000,100,-37.83,140.78,283.15,0.91
araouane,56,ML,1554051081,21,18.9,-3.53,307.413,3.46
zhangye,0,CN,1554051082,70,38.94,100.46,273.663,1.91
rudnogorsk,64,RU,1554051152,86,57.27,103.75,270.013,2.06
vardo,20,US,1554051092,43,39.62,-77.74,285.37,12.3
nueva guinea,36,NI,1554051153,50,11.69,-84.46,304.313,2.51
sabaudia,5,IT,1554051065,62,41.3,13.03,289.82,2.1
bontang,92,ID,1554051155,100,0.12,117.47,299.113,2.01
namibe,36,AO,1554051155,96,-15.19,12.15,299.613,3.61
el paso,1,US,1554051017,36,31.76,-106.49,284.82,9.8
ogulin,0,HR,1554051029,48,45.27,15.22,289.26,2.1
les cayes,12,HT,1554051156,92,18.19,-73.75,301.213,2.96
beloha,0,MG,1554051157,80,-25.17,45.06,294.013,2.41
paita,0,PE,1554048000,290,-5.09,-81.11,290.15,3.71
cherskiy,0,RU,1554051157,35,68.75,161.3,249.963,0.96
fontem,48,CM,1554051158,95,5.49,9.85,294.213,1.06
hatillo,1,PR,1554051112,74,18.49,-66.83,302.59,3.1
thinadhoo,0,MV,1554051020,100,0.53,72.93,301.913,1.61
myanaung,0,MM,1554051159,88,18.28,95.32,295.363,2.41
ilebo,8,CD,1554051159,84,-4.33,20.59,300.513,1.16
puerto escondido,40,MX,1554046800,58,15.86,-97.07,302.15,4.1
almeirim,20,PT,1554051123,52,39.21,-8.63,293.71,4.1
gao,8,ML,1554051161,14,16.28,-0.04,311.063,2.31
santa vitoria do palmar,0,BR,1554051161,93,-33.52,-53.37,298.263,3.66
klaksvik,92,FO,1554049200,81,62.23,-6.59,279.15,5.7
tezu,92,IN,1554051162,98,27.93,96.16,286.013,0.51
warsaw,40,PL,1554050990,53,52.23,21.01,285.93,7.7
emerald,0,AU,1554050640,55,-23.53,148.16,291.15,6.2
tynda,0,RU,1554051163,72,55.15,124.74,260.463,1.86
merauke,76,ID,1554051164,100,-8.49,140.4,297.313,3.86
port hawkesbury,40,CA,1554051050,76,45.62,-61.36,287.04,5.7
sangar,0,RU,1554051165,54,63.92,127.47,257.163,1.31
kahului,20,US,1554050700,82,20.89,-156.47,292.15,2.6
poya,92,NC,1554051165,100,-21.35,165.16,298.613,1.66
college,1,US,1554050795,100,64.86,-147.8,274.82,2.11
palmer,75,AU,1554050877,67,-34.85,139.16,289.82,3.1
acapulco,5,MX,1554046980,65,16.86,-99.88,301.15,3.6
witu,1,KE,1554047760,70,-2.39,40.44,302.15,2.1
awjilah,0,LY,1554051168,37,29.14,21.3,290.413,4.66
aurdal,0,NO,1554050913,58,60.92,9.42,269.26,7.15
yulin,0,CN,1554051169,62,38.3,109.75,269.963,1.26
galesong,20,ID,1554048000,100,-5.32,119.37,298.15,1
san patricio,68,PY,1554051170,61,-26.98,-56.83,305.063,1.56
padang,75,ID,1554048000,94,-0.92,100.36,298.15,1
touros,90,BR,1554048000,100,-5.2,-35.46,299.15,2.1
stykkisholmur,92,IS,1554051171,97,65.08,-22.73,275.363,5.81
avera,90,US,1554050949,82,33.19,-82.53,293.15,6.7
pangkalanbuun,20,ID,1554051172,96,-2.68,111.62,296.063,1.61
vanavara,92,RU,1554051173,93,60.35,102.28,272.663,2.11
shubarkuduk,32,KZ,1554051173,66,49.15,56.49,275.013,2.91
kikwit,0,CD,1554051174,85,-5.04,18.82,299.663,1.41
altamira,75,BR,1554048000,70,-3.2,-52.21,303.15,3.1
salym,44,RU,1554051174,76,60.06,71.48,273.113,3.76
akdepe,0,TM,1554048000,81,42.05,59.39,278.15,2.1
yamada,75,JP,1554051175,93,36.58,137.08,279.26,2.1
miyako,76,JP,1554051091,42,33.63,130.94,283.15,5.7
liverpool,75,GB,1554051154,53,53.41,-2.98,284.82,6.2
tignere,0,CM,1554051176,23,7.37,12.65,299.463,3.31
sovetskiy,48,RU,1554051247,87,56.76,48.47,275.113,7.46
providencia,75,CO,1554048000,82,1.24,-77.6,293.15,1.5
torbay,40,CA,1554050796,54,47.66,-52.73,289.26,8.2
agadez,0,NE,1554051248,12,16.97,7.99,305.313,3.31
ayan,12,TR,1554051249,77,40.67,33.6,271.813,0.91
carnarvon,8,ZA,1554051249,33,-30.97,22.13,294.963,6.71
tucuman,0,PE,1554051191,69,-17.17,-70.89,295.013,1.86
japura,80,ID,1554051250,97,-0.42,102.29,296.013,1.06
berestechko,0,UA,1554048638,45,50.36,25.12,289.82,0.45
moyale,0,ET,1554051251,43,3.52,39.05,297.613,2.66
christchurch,92,NZ,1554051078,72,-43.53,172.64,292.15,8.7
sembakung,80,ID,1554051253,100,3.82,117.25,295.613,1.41
carballo,40,ES,1554051072,44,43.21,-8.69,291.15,3.1
naze,75,NG,1554048000,62,5.43,7.07,305.15,2.6
winslow,0,GB,1554051250,62,51.94,-0.88,285.37,6.7
malindi,8,KE,1554051254,83,-3.22,40.12,301.963,4.41
lodwar,0,KE,1554051255,42,3.12,35.6,302.413,3.51
anloga,20,GH,1554048000,79,5.79,0.9,304.15,7.7
sitka,0,US,1554050793,51,37.17,-99.65,277.04,1.86
smidovich,0,RU,1554051256,71,48.6,133.81,263.613,1.66
mchinji,92,MW,1554051256,51,-13.8,32.89,298.213,3.36
opuwo,76,NA,1554051257,59,-18.06,13.84,297.013,1.76
kasongo-lunda,68,CD,1554051257,87,-6.48,16.82,296.963,0.56
bourges,0,FR,1554048000,25,47.08,2.4,295.15,3.1
west wendover,1,US,1554047760,56,40.74,-114.07,280.15,2.1
acari,36,BR,1554051259,87,-6.44,-36.64,299.513,3.46
luebo,44,CD,1554051259,79,-5.35,21.42,300.013,0.76
aasiaat,36,GL,1554051259,100,68.71,-52.87,264.663,1.46
coahuayana,8,MX,1554051260,22,18.62,-100.35,301.263,1.31
temple,1,US,1554051241,52,31.1,-97.34,282.59,5.1
dubti,8,ET,1554051261,30,11.74,41.09,304.163,5.01
smithers,1,CA,1554048000,80,54.78,-127.17,272.15,1.16
ugoofaaru,0,MV,1554051262,100,5.67,73,302.513,0.36
port macquarie,0,AU,1554051004,76,-31.43,152.91,284.15,1.5
lavrentiya,80,RU,1554051263,91,65.58,-170.99,268.013,2.01
inirida,44,CO,1554051263,72,3.87,-67.92,303.163,1.31
namie,32,JP,1554050746,78,37.52,140.86,279.82,6.86
egvekinot,88,RU,1554051076,87,66.32,-179.17,268.413,1.11
deputatskiy,0,RU,1554051264,32,69.3,139.9,249.913,1.21
the valley,20,AI,1554050756,69,18.22,-63.06,302.15,5.7
atherton,0,GB,1554051257,46,53.52,-2.49,284.82,4.1
petropavlovsk-kamchatskiy,8,RU,1554048000,79,53.05,158.65,267.15,3
hay river,75,CA,1554048000,51,60.82,-115.79,276.15,5.1
goure,0,NE,1554051266,12,13.98,10.27,305.763,4.16
black river,20,JM,1554050726,78,18.03,-77.85,301.48,6.7
rovaniemi,20,FI,1554049200,71,66.5,25.72,273.15,3.6
port blair,0,IN,1554051066,100,11.67,92.75,302.113,2.71
redmond,1,US,1554051016,81,47.67,-122.12,285.37,1.26
trapani,0,IT,1554051238,62,38.02,12.54,290.15,6.7
portland,75,US,1554051146,70,45.52,-122.67,287.04,1.5
zhezkazgan,76,KZ,1554051269,85,47.8,67.71,281.763,5.66
avila,75,US,1554051256,58,38.91,-76.61,285.37,8.2
bodden town,40,KY,1554048004,62,19.28,-81.25,302.15,7.7
tripoli,20,GR,1554051334,51,37.51,22.37,289.26,0.96
san quintin,64,PH,1554051341,90,17.54,120.52,295.013,1.41
gizo,40,IL,1554051258,76,31.8,34.94,288.15,3.6
kulunda,76,RU,1554051342,56,52.57,78.94,278.413,5.81
roanoke rapids,90,US,1554051328,68,36.46,-77.65,293.15,3.6
mehamn,40,NO,1554047400,74,71.03,27.85,273.15,13.9
mackenzie,1,CA,1554048000,69,55.34,-123.09,275.15,1
kula,0,RS,1554048000,39,45.61,19.53,295.15,1.81
bay roberts,40,CA,1554050796,54,47.58,-53.28,289.26,8.2
marsaxlokk,0,MT,1554051317,54,35.84,14.54,288.15,4.1
magadi,20,IN,1554050790,31,12.96,77.22,305.37,1
kudat,75,MY,1554048000,83,6.89,116.84,300.15,1.5
itarema,44,BR,1554051346,100,-2.92,-39.92,300.513,3.51
kozhva,76,RU,1554051346,76,65.11,57.05,272.463,4.46
alugan,0,PH,1554051347,100,12.22,125.48,295.263,3.41
khor,0,RU,1554051348,58,47.88,134.96,256.513,1.81
beringovskiy,80,RU,1554051348,93,63.05,179.32,272.813,5.36
meulaboh,88,ID,1554051348,100,4.14,96.13,299.663,1.21
rocha,8,UY,1554051116,75,-34.48,-54.34,299.863,1.96
chicama,20,PE,1554048000,83,-7.84,-79.15,295.15,5.7
chimore,44,BO,1554051350,78,-16.98,-65.13,302.113,1.51
kamiiso,64,JP,1554051350,92,41.82,140.65,266.113,0.96
samarinda,32,ID,1554051350,100,-0.5,117.14,295.763,0.96
burnie,0,AU,1554051244,79,-41.05,145.91,280.37,0.89
vitim,8,RU,1554051352,64,59.44,112.57,261.113,1.06
mailsi,0,PK,1554051352,51,29.8,72.18,293.913,1.06
risor,0,NO,1554051353,55,58.72,9.23,276.613,3.31
ngunguru,92,NZ,1554050285,95,-35.62,174.5,292.04,11.06
drezdenko,0,PL,1554051353,58,52.84,15.83,278.013,4.56
havre-saint-pierre,90,CA,1554048000,93,50.23,-63.6,275.15,4.1
sao paulo de olivenca,12,BR,1554051355,63,-3.38,-68.87,305.013,1.06
lata,0,IN,1554051355,56,30.78,78.62,280.413,1.16
nyzhnya duvanka,0,UA,1554051355,81,49.58,38.17,281.163,2.36
hervey bay,0,AU,1554050716,82,-25.3,152.85,291.48,3.6
aldama,68,MX,1554051317,61,22.92,-98.09,290.93,11.62
monroe,90,US,1554051347,58,41.91,-83.4,272.59,5.7
novouzensk,92,RU,1554051357,84,50.46,48.14,277.763,5.31
dalbandin,8,PK,1554051358,37,28.9,64.41,290.363,3.16
nabire,68,ID,1554051358,95,-3.36,135.5,292.763,0.86
medicine hat,90,CA,1554050801,74,50.04,-110.68,275.93,3.1
