City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
hrymayliv,0,UA,1554517217,67,49.33,26.01,279.26,4.02
hofn,32,IS,1554519939,100,64.25,-15.21,275.467,7.27
karasburg,0,NA,1554519939,58,-28.01,18.75,281.867,1.22
port-gentil,76,GA,1554519940,100,-0.72,8.78,298.517,1.82
port keats,36,AU,1554519940,83,-14.25,129.55,302.517,8.52
saint joseph,1,US,1554519698,81,39.77,-94.85,287.59,2.6
puerto carreno,32,CO,1554519903,60,6.19,-67.49,298.267,1.22
severo-yeniseyskiy,0,RU,1554519941,61,60.37,93.04,273.217,3.32
cabo san lucas,20,MX,1554519724,68,22.89,-109.91,298.15,5.7
deputatskiy,48,RU,1554519942,87,69.3,139.9,265.767,1.67
cayenne,100,GF,1554517800,94,4.94,-52.33,297.15,1
obigarm,0,TJ,1554519943,92,38.72,69.71,273.417,0.87
alofi,76,NU,1554519943,96,-19.06,-169.92,301.167,6.07
salalah,20,OM,1554515400,78,17.01,54.1,298.15,1.5
porangatu,64,BR,1554519944,96,-13.44,-49.14,295.767,1.32
arraial do cabo,0,BR,1554519944,84,-22.97,-42.02,300.017,7.72
tiksi,56,RU,1554519945,86,71.64,128.87,267.117,1.87
parsons,1,US,1554519791,87,37.34,-95.26,289.15,2.6
ibirama,100,BR,1554519765,99,-27.05,-49.52,295.93,1.52
lasa,0,CY,1554519686,87,34.92,32.53,286.15,1.5
krishnarajpet,0,IN,1554519946,73,12.65,76.49,298.067,2.32
busselton,0,AU,1554519909,32,-33.64,115.35,294.26,2.92
flinders,8,AU,1554519914,54,-34.58,150.85,303.15,2.6
kamalpur,8,BD,1554519948,90,24.17,91.81,299.017,1.52
castro,90,CL,1554516000,87,-42.48,-73.76,283.15,2.1
srednekolymsk,0,RU,1554519949,67,67.46,153.71,268.617,1.52
puerto ayora,68,EC,1554519698,96,-0.74,-90.35,297.59,2.57
purranque,75,CL,1554516000,87,-40.91,-73.16,283.15,2.6
kattivakkam,40,IN,1554518024,83,13.22,80.32,302.15,3.6
rocky mount,90,US,1554519906,100,35.94,-77.8,289.26,2.1
chitungwiza,0,ZW,1554519951,86,-18.01,31.07,286.317,3.22
sur,80,OM,1554519951,76,22.57,59.53,301.117,3.02
haines junction,76,CA,1554519809,73,60.75,-137.51,269.317,0.97
naze,68,NG,1554519952,93,5.43,7.07,297.817,3.22
hithadhoo,0,MV,1554519952,100,-0.6,73.08,301.867,2.22
sedhiou,48,SN,1554519953,36,12.71,-15.56,301.167,4.47
bhadra,0,IN,1554519954,63,29.1,75.17,298.517,2.42
aswan,0,EG,1554516000,72,24.09,32.9,291.15,1.5
barrow,0,AR,1554519954,69,-38.31,-60.23,285.717,5.72
kodiak,1,US,1554519740,58,39.95,-94.76,287.15,4.6
hamilton,75,BM,1554519725,63,32.3,-64.78,292.15,8.7
jamestown,0,AU,1554519841,36,-33.21,138.6,295.767,1.82
saginaw,90,US,1554519947,68,32.86,-97.36,295.37,4.6
half moon bay,90,US,1554519952,87,37.46,-122.43,289.26,3.6
tessalit,0,ML,1554519958,29,20.2,1.01,293.517,3.42
whittlesea,75,AU,1554519923,37,-37.51,145.12,294.82,6.7
tongliao,0,CN,1554519959,39,43.61,122.27,281.667,9.52
barcelos,40,PT,1554519617,76,41.53,-8.62,282.15,6.2
east london,92,ZA,1554519960,100,-33.02,27.91,291.217,3.02
nikolskoye,0,RU,1554519963,68,59.7,30.79,273.15,1
vila velha,0,BR,1554519600,88,-3.71,-38.6,299.15,1.5
roseburg,1,US,1554519630,44,43.22,-123.34,287.15,3.1
chicama,0,PE,1554516000,83,-7.84,-79.15,294.15,3.1
thompson,20,CA,1554516000,44,55.74,-97.86,265.15,1.5
mitsamiouli,24,KM,1554520022,100,-11.38,43.28,300.767,1.57
johi,0,PK,1554520023,40,26.69,67.61,300.667,1.67
reconquista,88,AR,1554520023,74,-29.14,-59.64,290.067,4.92
chuy,44,UY,1554519811,82,-33.69,-53.46,291.367,5.67
ponferrada,88,ES,1554519942,98,42.55,-6.59,277.59,1.42
villamontes,8,BO,1554520024,66,-21.26,-63.47,287.017,2.52
dubbo,12,AU,1554517800,28,-32.25,148.6,302.15,6.7
qaanaaq,0,GL,1554520025,67,77.48,-69.36,252.567,3.07
norman wells,5,CA,1554516000,41,65.28,-126.83,269.15,5.1
upernavik,36,GL,1554520026,100,72.79,-56.15,263.917,4.42
port elizabeth,90,US,1554520023,100,39.31,-74.98,283.71,1.5
wakkanai,75,JP,1554516000,69,45.41,141.67,277.15,9.8
lambarene,88,GA,1554520028,100,-0.7,10.22,296.067,1.07
vila franca do campo,75,PT,1554520024,82,37.72,-25.43,288.15,7.2
krasnaya gorbatka,48,RU,1554520029,89,55.87,41.76,271.067,2.92
saint-philippe,90,CA,1554520001,93,45.36,-73.48,274.82,6.7
chokurdakh,12,RU,1554520024,100,70.62,147.9,265.917,2.57
moosomin,24,CA,1554520030,84,50.14,-101.67,273.667,3.92
samarai,92,PG,1554520030,100,-10.62,150.67,298.867,1.82
san cristobal,75,EC,1554519763,93,-0.39,-78.55,287.15,1.5
axim,0,GH,1554520031,97,4.87,-2.24,301.867,5.87
whitehorse,90,CA,1554519684,68,60.72,-135.06,271.48,4.6
kokopo,20,PG,1554520032,99,-4.34,152.27,301.517,2.22
butaritari,92,KI,1554520033,100,3.07,172.79,300.267,5.67
aklavik,5,CA,1554516000,52,68.22,-135.01,266.15,4.1
khandyga,24,RU,1554520033,64,62.65,135.58,274.467,1.52
bredasdorp,0,ZA,1554519731,93,-34.53,20.04,288.71,1.5
hasaki,20,JP,1554519160,25,35.73,140.83,295.37,4.1
guadalupe y calvo,0,MX,1554520035,31,26.09,-106.96,283.567,1.42
constitucion,75,MX,1554519636,15,23.99,-104.67,292.15,6.7
sharya,80,RU,1554520035,78,58.37,45.52,268.667,1.52
bambous virieux,75,MU,1554519842,83,-20.34,57.76,299.15,5.1
sao filipe,24,CV,1554520036,99,14.9,-24.5,294.267,8.02
yumen,0,CN,1554520037,30,40.29,97.04,289.117,3.02
milkovo,90,BG,1554518884,93,41.53,24.68,284.26,2.6
bacolod,76,PH,1554520038,75,10.68,122.95,301.617,3.37
achalpur,0,IN,1554520038,51,21.25,77.51,298.917,1.97
westport,92,IE,1554520023,84,53.8,-9.52,280.37,8.49
snezhnogorsk,0,RU,1554517800,79,69.19,33.23,268.15,2
nanortalik,88,GL,1554520039,92,60.14,-45.24,273.267,11.87
esperance,20,TT,1554519923,78,10.24,-61.45,298.15,2.97
peruibe,64,BR,1554520040,100,-24.32,-47,298.217,3.47
dhandhuka,0,IN,1554520040,44,22.38,71.98,299.467,2.72
caravelas,0,BR,1554519863,97,-17.73,-39.27,301.167,6.47
maceio,40,BR,1554519600,94,-9.67,-35.74,297.15,1.5
padang,20,ID,1554516000,70,-0.92,100.36,304.15,1
talakan,92,RU,1554520042,62,50.29,130.28,276.517,1.72
shelburne,90,CA,1554519963,93,44.08,-80.2,276.15,1.5
conceicao da barra,0,BR,1554520021,90,-18.59,-39.73,300.417,5.57
portland,90,US,1554519896,71,45.52,-122.67,284.26,3.1
tepatepec,32,MX,1554520104,91,20.24,-99.09,286.067,1.07
buraydah,20,SA,1554516000,40,26.33,43.97,293.15,5.7
palmerston,90,CA,1554519960,100,43.83,-80.85,277.04,1.5
scarborough,64,GB,1554520022,93,54.28,-0.41,278.15,2.6
mirnyy,36,RU,1554520106,77,56.57,36.46,270.517,1.92
yanam,24,IN,1554520106,76,16.73,82.22,302.017,2.12
ribeira grande,76,PT,1554520107,96,38.52,-28.7,289.417,9.02
tazovskiy,80,RU,1554520107,94,67.47,78.7,268.167,9.92
shelui,0,TZ,1554520107,90,-4.36,34.2,289.717,1.32
tocopilla,0,CL,1554520002,94,-22.09,-70.2,289.817,2.12
airai,92,TL,1554519842,73,-8.93,125.41,298.067,1.32
ponta do sol,32,BR,1554520108,96,-20.63,-46,293.067,1.52
biltine,0,TD,1554520109,46,14.53,20.93,289.667,2.22
san juan,75,PR,1554519881,74,18.47,-66.12,299.15,4.6
paredon,88,BO,1554520111,92,-18.93,-65.16,279.217,0.22
pevek,20,RU,1554520112,86,69.7,170.27,260.167,4.87
galle,40,US,1554520110,77,29.74,-97.91,296.15,2.6
saint-augustin,92,FR,1554519986,93,44.83,-0.61,282.59,4.1
dawei,0,MM,1554520113,61,14.07,98.19,303.567,1.07
punta de bombon,0,PE,1554520114,96,-17.17,-71.79,294.767,3.37
verkhnyaya inta,80,RU,1554520115,76,65.99,60.32,268.967,3.97
kulhudhuffushi,68,MV,1554520115,100,6.62,73.07,302.117,2.12
guane,20,CU,1554520116,82,22.2,-84.09,297.417,1.62
zaigrayevo,0,RU,1554517800,23,51.83,108.27,273.15,1
bingerville,0,CI,1554517800,83,5.36,-3.89,301.15,2.1
soyo,92,AO,1554519847,100,-6.13,12.37,296.617,0.87
katsuura,20,JP,1554519905,45,33.93,134.5,293.15,8.7
yellowknife,20,CA,1554516000,57,62.45,-114.38,265.15,3.1
dunedin,0,NZ,1554519809,48,-45.87,170.5,285.93,3.58
shu,92,KZ,1554520118,91,43.6,73.76,282.767,2.42
chimbote,12,PE,1554520119,96,-9.08,-78.59,292.267,2.57
sitka,88,US,1554519745,63,37.17,-99.65,290.93,3.13
grand gaube,75,MU,1554519842,83,-20.01,57.66,299.15,5.1
buriti dos lopes,92,BR,1554520120,100,-3.18,-41.87,296.817,1.42
tiarei,40,PF,1554519143,62,-17.53,-149.33,305.15,3.6
mount gambier,90,AU,1554516000,48,-37.83,140.78,290.15,4.1
abbeville,8,FR,1554519821,81,50.11,1.83,280.15,4.1
severo-kurilsk,88,RU,1554519831,95,50.68,156.12,273.767,5.87
touros,40,BR,1554516000,94,-5.2,-35.46,298.15,1.5
isangel,75,VU,1554516000,70,-19.55,169.27,302.15,8.7
wageningen,75,NL,1554520083,100,51.98,5.66,281.48,3.27
bayonet point,1,US,1554519949,94,28.33,-82.68,297.15,1.5
zhigansk,44,RU,1554520124,70,66.77,123.37,273.467,2.32
sao miguel do araguaia,24,BR,1554520124,89,-13.28,-50.16,297.567,2.52
west fargo,90,US,1554520036,93,46.88,-96.9,277.59,3.6
almaznyy,0,RU,1554517800,71,48.03,40.04,273.15,1
paragominas,92,BR,1554520125,98,-3,-47.35,295.417,2.12
biloela,0,AU,1554520126,43,-24.4,150.51,301.167,3.67
jieshou,0,CN,1554520126,58,33.26,115.35,298.767,8.12
sindou,76,BF,1554520127,70,10.66,-5.16,298.267,2.62
fortuna,0,ES,1554520108,70,38.18,-1.13,283.71,3.1
clyde river,90,CA,1554518880,84,70.47,-68.59,254.15,9.8
meulaboh,0,ID,1554520128,99,4.14,96.13,302.267,1.07
lata,56,IN,1554520128,100,30.78,78.62,282.217,0.82
qaqortoq,75,GL,1554515400,44,60.72,-46.03,276.15,11.8
margate,40,AU,1554520155,39,-43.03,147.26,292.15,7.7
vao,20,EE,1554519898,73,59.1,26.19,271.917,2.57
brekstad,0,NO,1554520184,64,63.69,9.67,276.15,8.7
nyurba,0,RU,1554520190,70,63.29,118.35,275.667,1.97
geraldton,90,CA,1554516780,92,49.72,-86.95,274.15,2.1
bethel,1,US,1554515760,51,60.79,-161.76,275.15,8.2
kolondieba,80,ML,1554520192,56,11.09,-6.89,299.967,1.37
rio grande,92,BR,1554519956,98,-32.03,-52.1,293.017,7.57
torbay,40,CA,1554520110,68,47.66,-52.73,270.37,10.3
bayan,88,MN,1554520194,44,47.25,107.54,270.017,4.37
kruisfontein,24,ZA,1554520195,85,-34,24.73,288.067,3.72
najran,0,SA,1554516000,82,17.54,44.22,292.15,1.22
taitung,75,TW,1554517800,78,22.76,121.15,298.15,2.1
oum hadjer,0,TD,1554520196,47,13.3,19.7,291.217,1.22
dali,8,CN,1554520196,91,25.6,100.24,287.067,0.87
santa cruz,20,US,1554520183,87,36.97,-122.03,289.26,1.12
acapulco,40,MX,1554515220,83,16.86,-99.88,300.15,4.1
port blair,0,IN,1554520058,100,11.67,92.75,301.817,2.57
voh,12,NC,1554520199,97,-20.95,164.69,299.217,7.92
gazli,0,UZ,1554520200,83,40.13,63.45,286.167,5.97
sidi ali,92,DZ,1554520200,97,36.1,0.42,282.117,3.67
awjilah,92,LY,1554520201,92,29.14,21.3,291.717,7.27
tuatapere,0,NZ,1554518407,50,-46.13,167.69,287.59,0.89
la ronge,20,CA,1554516000,58,55.1,-105.3,270.15,1
cabedelo,20,BR,1554516000,94,-6.97,-34.84,298.15,1.5
ballarpur,20,IN,1554520203,56,19.85,79.35,299.767,1.52
yaring,20,TH,1554516000,70,6.87,101.37,303.15,3.1
la primavera,0,AR,1554516000,47,-32.92,-68.67,288.15,2.92
lorengau,0,PG,1554520204,99,-2.02,147.27,301.817,0.82
rantepao,12,ID,1554520205,82,-2.97,119.9,299.217,0.72
vestmanna,56,FO,1554517200,86,62.16,-7.17,277.15,2.6
yar-sale,44,RU,1554520205,84,66.83,70.83,267.717,10.92
huambo,12,AO,1554520206,94,-12.78,15.73,285.867,1.07
manaure,0,CO,1554520206,94,11.78,-72.45,299.317,10.07
yeppoon,40,AU,1554517800,42,-23.13,150.74,302.15,4.6
hobyo,24,SO,1554520207,82,5.35,48.53,299.867,4.17
magalia,75,US,1554519869,82,39.81,-121.58,289.15,7.7
gat,8,SN,1554517800,77,14.69,-16.54,292.15,9.8
yulara,0,AU,1554516000,23,-25.24,130.99,303.15,5.7
port macquarie,0,AU,1554519905,50,-31.43,152.91,302.59,3.1
provideniya,0,RU,1554520209,100,64.42,-173.23,269.417,1.02
fort nelson,90,CA,1554516000,85,58.81,-122.69,269.15,1.5
berlevag,0,NO,1554520210,100,70.86,29.09,267.867,3.77
yen bai,76,VN,1554520173,100,21.7,104.87,294.917,1.72
biak,8,ID,1554520211,78,-0.91,122.88,303.517,0.92
crixas,68,BR,1554520035,84,-14.55,-49.97,297.167,2.07
lerwick,56,GB,1554519000,93,60.15,-1.15,280.15,5.1
mogadouro,92,PT,1554520205,97,41.34,-6.71,278.017,5.77
dakar,12,SN,1554517800,77,14.69,-17.45,292.15,9.8
acajutla,12,SV,1554519923,62,13.59,-89.83,298.15,0.45
vilcun,0,CL,1554516000,93,-38.65,-72.23,280.15,2.1
narsaq,75,GL,1554515400,44,60.91,-46.05,276.15,11.8
saint-georges,88,CA,1554519830,41,46.12,-70.67,274.26,0.45
paamiut,36,GL,1554520276,87,61.99,-49.67,274.467,10.57
nishihara,0,JP,1554519915,42,35.74,139.53,293.71,2.1
kshenskiy,0,RU,1554520277,82,51.85,37.72,270.067,1.22
channel-port aux basques,0,CA,1554520252,84,47.57,-59.14,270.617,6.32
bagdarin,76,RU,1554520278,42,54.44,113.59,268.367,2.27
talnakh,76,RU,1554520278,96,69.49,88.39,266.567,6.37
muros,75,ES,1554520256,93,42.77,-9.06,283.15,4.6
diffa,0,NE,1554520279,49,13.32,12.61,295.217,1.17
port hardy,90,CA,1554516000,87,50.7,-127.42,281.15,3.1
tahe,88,CN,1554520280,70,52.34,124.71,273.567,2.32
empalme,5,MX,1554520098,34,27.96,-110.81,299.15,7.2
belokurikha,80,RU,1554520281,100,52,84.99,276.617,3.92
ust-omchug,68,RU,1554520281,78,61.13,149.63,271.467,2.02
san quintin,0,PH,1554520282,78,17.54,120.52,302.017,1.57
ixtapa,90,MX,1554520224,83,20.71,-105.21,297.59,2.6
kothi,0,IN,1554520282,61,24.76,80.77,298.017,1.32
pitimbu,20,BR,1554516000,94,-7.47,-34.81,298.15,1.5
comodoro rivadavia,0,AR,1554516720,30,-45.87,-67.48,293.15,11.8
dawson creek,90,CA,1554519060,92,55.76,-120.23,273.15,3.6
riyadh,0,SA,1554516000,56,24.63,46.72,294.15,1.5
thinadhoo,0,MV,1554520216,100,0.53,72.93,301.617,0.87
sabya,8,YE,1554520285,97,16.19,43.1,293.017,1.07
honggang,20,CN,1554520285,60,29.51,114.87,295.667,1.27
nemuro,75,JP,1554516000,60,43.32,145.57,277.15,5.7
tanout,0,NE,1554520286,28,14.97,8.88,292.917,1.37
jucas,76,BR,1554520286,92,-6.53,-39.53,294.017,1.27
nurota,24,UZ,1554517800,87,40.56,65.69,284.15,1
lovozero,0,RU,1554520287,74,68.01,35.02,261.867,1.82
sistranda,0,NO,1554520184,64,63.73,8.83,276.15,8.7
yatou,75,CM,1554516000,100,3.63,9.81,298.15,2.52
kavieng,48,PG,1554520218,100,-2.57,150.8,302.267,1.97
sorland,0,NO,1554520194,100,67.67,12.69,276.567,0.72
leh,80,IN,1554520289,89,34.16,77.58,263.867,0.47
lavrentiya,0,RU,1554520269,91,65.58,-170.99,268.167,2.37
leningradskiy,0,RU,1554520290,90,69.38,178.42,259.717,12.87
mobara,20,JP,1554520061,25,35.45,140.3,297.04,4.1
nhamunda,12,BR,1554520291,88,-2.19,-56.71,298.867,1.52
astoria,1,US,1554520285,87,46.19,-123.83,283.71,4.6
sabang,64,PH,1554520292,84,13.72,123.58,301.017,2.62
bloemhof,92,ZA,1554520292,100,-27.65,25.61,286.067,4.22
dargaville,44,NZ,1554520292,81,-35.94,173.86,290.667,5.72
itaituba,36,BR,1554520293,84,-4.26,-55.99,299.317,1.37
myingyan,75,MM,1554517800,54,21.46,95.39,301.15,3.6
springdale,1,US,1554520232,55,36.19,-94.13,291.15,2.1
carauari,68,BR,1554520295,83,-4.88,-66.9,300.317,1.57
cuamba,56,MZ,1554520296,90,-14.8,36.54,292.517,1.22
kushima,0,JP,1554516000,52,31.5,131.29,292.15,3.6
zhanaozen,12,KZ,1554520297,66,43.35,52.85,281.817,6.27
tutoia,92,BR,1554520260,100,-2.76,-42.27,296.817,1.42
ayan,0,TR,1554520358,73,40.67,33.6,270.867,0.87
santiago,0,CL,1554520170,49,-33.44,-70.65,295.37,2.6
coquimbo,0,CL,1554516000,93,-29.95,-71.34,287.15,1
smithers,90,CA,1554516000,61,54.78,-127.17,283.15,2.6
turbat,24,PK,1554520360,23,26,63.05,300.367,2.52
heilbron,88,ZA,1554520361,100,-27.29,27.97,286.117,4.22
coffs harbour,0,AU,1554520120,65,-30.3,153.13,302.59,6.2
eregli,0,TR,1554520361,77,37.51,34.05,272.917,1.22
morant bay,75,JM,1554516000,58,17.88,-76.41,301.15,6.2
russell,0,AR,1554516000,47,-33.01,-68.8,288.15,1.52
lalibela,0,ET,1554520363,83,12.04,39.05,278.367,0.87
itarema,80,BR,1554520270,100,-2.92,-39.92,296.467,1.52
williamsburg,90,US,1554520054,100,37.27,-76.71,286.48,2.77
ambilobe,0,MG,1554520364,89,-13.19,49.05,295.167,2.87
marawi,48,PH,1554519814,82,8,124.29,301.48,2.68
wladyslawowo,0,PL,1554520306,65,54.79,18.4,280.37,3.1
auki,8,NG,1554520251,46,12.18,6.51,294.017,3.12
kraksaan,24,ID,1554520365,99,-7.76,113.42,301.067,0.82
belinskiy,92,RU,1554520366,98,52.97,43.41,273.367,3.27
gonen,44,IL,1554519825,93,33.12,35.65,285.15,1.5
muir of ord,40,GB,1554520206,92,57.52,-4.46,275.15,1.5
san andres,20,PH,1554520367,98,13.32,122.68,301.367,3.37
saint anthony,90,US,1554520206,75,43.97,-111.68,281.48,5.7
leshukonskoye,0,RU,1554520287,83,64.9,45.76,265.917,1.07
kovdor,36,RU,1554520369,92,67.56,30.47,268.617,2.42
emerald,0,AU,1554520246,51,-23.53,148.16,301.15,4.1
fare,92,PF,1554520370,99,-16.7,-151.02,302.167,6.37
zabaykalsk,24,CN,1554520370,43,49.64,117.33,275.617,7.07
chiusi,0,IT,1554520332,93,43.02,11.95,279.26,2.6
aguas formosas,0,BR,1554520165,83,-17.08,-40.94,296.017,3.12
the valley,40,AI,1554519716,69,18.22,-63.06,299.15,5.7
kandrian,36,PG,1554520372,100,-6.21,149.55,299.517,1.67
baykit,68,RU,1554520372,78,61.68,96.39,269.017,3.32
boca do acre,36,BR,1554520373,96,-8.76,-67.39,297.867,0.87
batagay,44,RU,1554520314,72,67.65,134.64,272.767,1.87
ayr,80,GB,1554520062,86,55.46,-4.63,278.15,2.6
camalu,88,MX,1554520374,93,30.85,-116.07,286.517,2.57
hovd,0,NO,1554520265,69,63.83,10.7,275.37,7.7
lichtenau,75,DE,1554520225,100,51.62,8.9,280.37,1.5
obidos,20,PT,1554520309,87,39.36,-9.16,283.15,3.1
vostok,88,RU,1554520376,70,46.45,135.83,273.767,1.62
nahan,0,IN,1554520376,69,30.56,77.29,294.317,1.27
luderitz,8,NA,1554520243,81,-26.65,15.16,287.517,6.62
makhachkala,75,RU,1554517800,93,42.98,47.5,280.15,2
pangani,0,KE,1554520377,96,-2.37,40.57,299.267,2.02
shenzhen,20,CN,1554520156,74,22.54,114.05,302.04,3.1
seoul,90,KR,1554518400,32,37.57,126.98,286.15,1.5
beringovskiy,12,RU,1554520161,91,63.05,179.32,269.817,2.07
liwale,100,TZ,1554520378,89,-9.8,37.92,296.517,1.42
baneh,75,IR,1554516000,100,35.99,45.88,284.15,3.6
porterville,1,US,1554520327,54,36.07,-119.02,292.15,2.1
kiruna,0,SE,1554517200,73,67.86,20.23,270.15,11.3
kaitangata,0,NZ,1554520109,51,-46.28,169.85,285.93,4.47
souillac,0,FR,1554520346,71,45.6,-0.6,283.15,2.6
buala,68,SB,1554520381,87,-8.15,159.59,303.417,1.77
pulaski,40,US,1554520357,82,35.2,-87.03,289.82,1.5
siuna,80,NI,1554520442,82,13.73,-84.78,296.267,1.02
taltal,0,CL,1554520319,94,-25.41,-70.49,285.117,1.07
buchanan,75,LR,1554517800,94,5.88,-10.05,297.15,2.07
ilhabela,76,BR,1554520443,100,-23.78,-45.36,296.767,3.17
bara,20,NG,1554520443,57,10.41,10.6,296.667,1.27
angoche,8,MZ,1554520444,100,-16.23,39.91,300.117,1.92
iwanai,48,JP,1554520444,87,42.97,140.51,277.217,8.97
salina cruz,0,MX,1554520445,84,16.18,-95.2,297.767,1.97
coari,24,BR,1554520445,83,-4.09,-63.14,300.317,2.67
warrnambool,68,AU,1554520335,63,-38.38,142.48,290.93,1.79
moose factory,90,CA,1554519360,87,51.26,-80.61,273.15,7.2
grindavik,75,IS,1554520020,86,63.84,-22.43,275.93,2.6
goderich,0,CA,1554520410,92,43.74,-81.71,277.04,2.24
humberto de campos,68,BR,1554520266,100,-2.6,-43.46,297.917,0.67
bilibino,0,RU,1554520447,74,68.06,166.44,272.967,1.42
kahului,75,US,1554520437,48,20.89,-156.47,302.15,3.1
matay,80,EG,1554520449,52,28.42,30.79,289.817,1.27
pundaguitan,20,PH,1554520449,93,6.37,126.17,301.767,0.72
ziro,0,IN,1554520450,66,27.54,93.82,289.217,0.87
sampit,80,ID,1554520450,100,-2.54,112.95,299.667,1.77
victoria point,40,AU,1554520449,61,-27.58,153.3,302.59,4.6
karratha,0,AU,1554520293,10,-20.74,116.85,310.817,5.87
broken hill,0,AU,1554516000,53,-31.97,141.45,295.15,4.1
bathsheba,75,BB,1554516000,88,13.22,-59.52,298.15,10.3
portree,0,GB,1554519600,61,57.41,-6.19,277.04,0.89
codrington,40,AU,1554519911,57,-28.95,153.24,300.93,2.1
fairbanks,1,US,1554520126,32,64.84,-147.72,279.15,5.1
sirjan,92,IR,1554520454,76,29.44,55.67,283.217,2.12
tilichiki,0,RU,1554520363,90,60.47,166.1,275.067,1.72
nynashamn,12,SE,1554520384,83,58.9,17.95,275.93,1
san-pedro,24,CI,1554520455,95,4.75,-6.64,298.167,3.07
aracati,36,BR,1554520455,96,-4.56,-37.77,296.117,0.82
noyabrsk,64,RU,1554520456,85,63.2,75.45,267.417,7.72
